ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""6167.0657""","=""6.54e+05""","=""4.80e-03""",C+,"=""4.14264893""","=""6.15307342""","=""3d8""","=""c 3F""","=""3""","=""3d7.(2G).4p""","=""v 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""6175.0423""","=""2.31e+05""","=""4.39e-04""",B,"=""2.22271209""","=""4.23053960""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d7.(4F).4p""","=""y 5D*""","=""0""",3,1,,"=""T4187""","=""L11631""",
"=""6181.9120""","=""5.59e+04""","=""2.49e-04""",D+,"=""2.72754450""","=""4.73314079""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""6189.7011""","=""4.1e+05""","=""3.1e-03""",E,"=""3.94332623""","=""5.94639870""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""6193.2704""","=""7.41e+05""","=""3.49e-03""",C+,"=""2.43269470""","=""4.43461275""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(4F).4p""","=""z 3G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""6202.0277""","=""9.06e+04""","=""7.31e-04""",C+,"=""2.60850194""","=""4.60759327""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",5,7,,"=""T4293""","=""L11631""",
"=""6215.1482""","=""1.90e+05""","=""1.10e-03""",D+,"=""2.22271209""","=""4.21758325""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d7.(4F).4p""","=""y 5D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""6216.8626""","=""1.18e+06""","=""9.57e-03""",C+,"=""4.18636440""","=""6.18068544""","=""3d8""","=""c 3F""","=""2""","=""3d7.(2G).4p""","=""v 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""6221.0008""","=""1.27e+05""","=""7.38e-04""",B,"=""2.19786640""","=""4.19086081""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d7.(4F).4p""","=""y 5D*""","=""2""",5,5,,"=""T4187""","=""L11631""",
"=""6230.9489""","=""8.97e+04""","=""5.22e-04""",D+,"=""2.84504259""","=""4.83485507""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4F).4p""","=""y 3D*""","=""1""",3,3,,"=""T5783""","=""L11631""",
"=""6232.4455""","=""9.99e+05""","=""5.82e-03""",B,"=""2.55917148""","=""4.54850612""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",9,9,,"=""T4293""","=""L11631""",
"=""6232.9843""","=""1.7e-01""","=""""",E,"=""1.55735733""","=""3.54652001""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(2D2).4s""","=""a 1D""","=""2""",7,5,M1,"=""T6409""","=""""",
"=""6234.3642""","=""3.42e+06""","=""1.20e-02""",B,"=""3.65369332""","=""5.64241573""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""1""",5,3,,"=""T6110""","=""L11631""",
"=""6242.3722""","=""2.30e+04""","=""2.24e-04""",D+,"=""2.22271209""","=""4.20888328""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""6248.0455""","=""3.24e+06""","=""1.90e-02""",B,"=""3.60252504""","=""5.58689276""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""6254.2842""","=""3.19e+05""","=""1.58e-03""",B,"=""2.40407444""","=""4.38646275""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d7.(4F).4p""","=""z 3G*""","=""5""",13,11,,"=""T4187""","=""L11631""",
"=""6255.9874""","=""2.13e+05""","=""7.50e-04""",C+,"=""2.27860466""","=""4.26045326""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""6258.0913""","=""7.40e+04""","=""4.34e-04""",C,"=""2.45343044""","=""4.43461275""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""6266.8649""","=""6.84e+04""","=""4.03e-04""",B,"=""2.17594512""","=""4.15435379""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d7.(4F).4p""","=""y 5D*""","=""3""",7,7,,"=""T4187""","=""L11631""",
"=""6271.9573""","=""1.39e+05""","=""2.46e-03""",D,"=""2.85805275""","=""4.83485507""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d7.(4F).4p""","=""y 3D*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""6273.0122""","=""3.05e+04""","=""1.80e-04""",C+,"=""3.33201954""","=""5.30848946""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""5""",11,11,,"=""T6110""","=""L11631""",
"=""6282.3537""","=""6.26e+02""","=""3.70e-06""",B+,"=""0.85899575""","=""2.83252676""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""5""",11,11,,"=""T4920""","=""L11631""",
"=""6299.5340""","=""6.12e+04""","=""6.07e-04""",B,"=""2.22271209""","=""4.19086081""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d7.(4F).4p""","=""y 5D*""","=""2""",3,5,,"=""T4187""","=""L11631""",
"=""6303.2423""","=""6.43e+06""","=""3.83e-02""",B,"=""3.65369332""","=""5.62068415""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""2""",5,5,,"=""T5783""","=""L11631""",
"=""6313.2445""","=""2.42e+04""","=""1.45e-04""",C+,"=""2.83159117""","=""4.79546566""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",5,5,,"=""T6110""","=""L11631""",
"=""6317.0520""","=""1.40e+06""","=""8.37e-03""",C,"=""4.14264893""","=""6.10533975""","=""3d8""","=""c 3F""","=""3""","=""3d7.(2G).4p""","=""w 3F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""6317.5572""","=""4.0e+05""","=""2.4e-03""",D,"=""4.07581091""","=""6.03834476""","=""3d8""","=""c 3F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 1G*""","=""4""",9,9,,"=""T2578n""","=""L11631""",
"=""6319.7647""","=""3.75e+05""","=""1.74e-03""",D+,"=""2.45343044""","=""4.41527878""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(4F).4p""","=""z 5G*""","=""3""",9,7,,"=""T4653""","=""L11631""",
"=""6324.4330""","=""6.95e+04""","=""5.36e-04""",C+,"=""2.58810592""","=""4.54850612""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",7,9,,"=""T4293""","=""L11631""",
"=""6332.5981""","=""6.4e+05""","=""2.7e-03""",E,"=""4.73314079""","=""6.69101333""","=""3d7.(4F).4p""","=""y 3D*""","=""3""","=""3d7.(4F).4d""","=""h 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""6337.0814""","=""1.58e+05""","=""1.33e-03""",C+,"=""2.19786640""","=""4.15435379""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d7.(4F).4p""","=""y 5D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""6338.5753""","=""7.71e+06""","=""4.64e-02""",B,"=""3.68638944""","=""5.64241573""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""1""",3,3,,"=""T6110""","=""L11631""",
"=""6340.6282""","=""5.1e+06""","=""1.8e-02""",D,"=""4.79546566""","=""6.75085864""","=""3d7.(4F).4p""","=""y 3D*""","=""2""","=""3d7.(4F).4d""","=""f 3D""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""6345.9016""","=""1.80e+04""","=""1.09e-04""",B,"=""2.43269470""","=""4.38646275""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(4F).4p""","=""z 3G*""","=""5""",11,11,,"=""T4187""","=""L11631""",
"=""6355.5922""","=""7.87e+00""","=""3.70e-08""",B+,"=""0.91460217""","=""2.86539125""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""3""",9,7,,"=""T4920""","=""L11631""",
"=""6356.7848""","=""1.69e+05""","=""1.71e-03""",C,"=""2.84504259""","=""4.79546566""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""6360.3901""","=""5.19e+05""","=""3.15e-03""",C+,"=""4.14264893""","=""6.09196644""","=""3d8""","=""c 3F""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 3D*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""6360.4541""","=""4.32e+02""","=""3.09e-06""",A,"=""0.85899575""","=""2.80829367""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""6""",11,13,,"=""T3548""","=""L11631""",
"=""6364.6346""","=""2.8e+05""","=""2.4e-03""",E,"=""4.18636440""","=""6.13438193""","=""3d8""","=""c 3F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""1F*""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""6366.1233""","=""2.1e+06""","=""7.8e-03""",E,"=""4.79546566""","=""6.74302768""","=""3d7.(4F).4p""","=""y 3D*""","=""2""","=""3d7.(4F).4d""","=""g 5F""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""6382.5068""","=""1.38e+06""","=""8.41e-03""",C,"=""4.18636440""","=""6.12892712""","=""3d8""","=""c 3F""","=""2""","=""3d7.(2G).4p""","=""w 3F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""6395.3675""","=""4.81e+05""","=""2.41e-03""",C,"=""2.43269470""","=""4.37135106""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(4F).4p""","=""z 5G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""6395.4734""","=""9.3e-02""","=""""",E,"=""1.60789577""","=""3.54652001""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(2D2).4s""","=""a 1D""","=""2""",5,5,M1,"=""T6409""","=""""",
"=""6401.7691""","=""9.27e+06""","=""7.33e-02""",B,"=""3.60252504""","=""5.53924278""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",7,9,,"=""T5783""","=""L11631""",
"=""6402.0855""","=""8.69e+02""","=""5.34e-06""",C+,"=""0.91460217""","=""2.85122419""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""6409.7884""","=""3.12e+06""","=""3.20e-02""",B,"=""3.68638944""","=""5.62068415""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""2""",3,5,,"=""T5783""","=""L11631""",
"=""6413.4200""","=""4.43e+06""","=""3.83e-02""",B,"=""3.65369332""","=""5.58689276""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""6421.7229""","=""1.2e+07""","=""7.6e-02""",D,"=""4.73314079""","=""6.66384071""","=""3d7.(4F).4p""","=""y 3D*""","=""3""","=""3d7.(4F).4d""","=""f 3D""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""6423.1245""","=""3.04e+05""","=""1.88e-03""",B,"=""2.27860466""","=""4.20888328""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",5,5,,"=""T4187""","=""L11631""",
"=""6432.6221""","=""1.77e+05""","=""1.41e-03""",B,"=""2.17594512""","=""4.10337372""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d7.(4F).4p""","=""y 5D*""","=""4""",7,9,,"=""T4187""","=""L11631""",
"=""6464.4981""","=""9.70e+04""","=""7.43e-04""",C,"=""0.91460217""","=""2.83252676""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""5""",9,11,,"=""T4653""","=""L11631""",
"=""6464.5115""","=""5.60e+04""","=""3.51e-04""",C,"=""2.45343044""","=""4.37135106""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(4F).4p""","=""z 5G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""6470.9795""","=""8.3e+06""","=""5.2e-02""",E,"=""4.83485507""","=""6.75085864""","=""3d7.(4F).4p""","=""y 3D*""","=""1""","=""3d7.(4F).4d""","=""f 3D""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""6477.4131""","=""2.60e+04""","=""1.27e-04""",C,"=""2.55917148""","=""4.47327202""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""6483.6606""","=""3.29e+04""","=""2.08e-04""",B,"=""2.27860466""","=""4.19086081""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d7.(4F).4p""","=""y 5D*""","=""2""",5,5,,"=""T4187""","=""L11631""",
"=""6496.7747""","=""7.66e+05""","=""4.10e-03""",B,"=""2.40407444""","=""4.31247059""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d7.(4F).4p""","=""z 5G*""","=""5""",13,11,,"=""T4187""","=""L11631""",
"=""6497.5358""","=""6.4e+06""","=""4.0e-02""",E,"=""4.83485507""","=""6.74302768""","=""3d7.(4F).4p""","=""y 3D*""","=""1""","=""3d7.(4F).4d""","=""g 5F""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""6498.2604""","=""7.8e+06""","=""5.0e-02""",E,"=""4.79546566""","=""6.70342551""","=""3d7.(4F).4p""","=""y 3D*""","=""2""","=""3d7.(4F).4d""","=""f 3D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""6500.7337""","=""4.64e+02""","=""2.94e-06""",B+,"=""0.95815732""","=""2.86539125""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""3""",7,7,,"=""T4920""","=""L11631""",
"=""6520.1664""","=""1.13e+05""","=""1.01e-03""",D+,"=""2.83159117""","=""4.73314079""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""6535.7328""","=""1.2e+06""","=""5.3e-03""",E,"=""4.55852281""","=""6.45554341""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""6548.0458""","=""9.06e+05""","=""4.16e-03""",C,"=""2.75857762""","=""4.65203107""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""6571.0284""","=""6.0e+06""","=""5.0e-02""",D,"=""4.73314079""","=""6.61997175""","=""3d7.(4F).4p""","=""y 3D*""","=""3""","=""3d7.(4F).4d""","=""g 5F""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""6576.0422""","=""3.06e+02""","=""1.98e-06""",B+,"=""0.99011115""","=""2.87550352""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""",5,5,,"=""T4920""","=""L11631""",
"=""6576.8315""","=""4.30e+04""","=""2.79e-04""",C+,"=""2.58810592""","=""4.47327202""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(4F).4p""","=""z 3G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""6583.0267""","=""3.58e+02""","=""2.33e-06""",C+,"=""1.48486439""","=""3.36825640""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""",9,9,,"=""T5783""","=""L11631""",
"=""6594.7331""","=""7.37e+05""","=""3.74e-03""",C+,"=""2.72754450""","=""4.60759327""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""6595.6904""","=""5.28e+04""","=""3.44e-04""",B,"=""2.43269470""","=""4.31247059""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(4F).4p""","=""z 5G*""","=""5""",11,11,,"=""T4187""","=""L11631""",
"=""6599.3811""","=""2.0e+06""","=""1.8e-02""",E,"=""4.79546566""","=""6.67419029""","=""3d7.(4F).4p""","=""y 3D*""","=""2""","=""3d7.(4F).4d""","=""g 5F""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""6610.9347""","=""3.45e+04""","=""2.26e-04""",C+,"=""2.55917148""","=""4.43461275""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""4""",9,9,,"=""T4293""","=""L11631""",
"=""6626.8508""","=""2.34e+02""","=""1.54e-06""",B+,"=""1.01105568""","=""2.88199261""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""1""",3,3,,"=""T4920""","=""L11631""",
"=""6635.5803""","=""3.44e+06""","=""2.27e-02""",C+,"=""4.55852281""","=""6.42699840""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""6649.9151""","=""3.64e+01""","=""4.03e-07""",B+,"=""1.01105568""","=""2.87550352""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""",3,5,,"=""T4920""","=""L11631""",
"=""6665.2807""","=""4.98e+05""","=""1.11e-03""",B,"=""2.42419831""","=""4.28434800""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""0""",3,1,,"=""T4187""","=""L11631""",
"=""6669.5510""","=""1.66e+05""","=""1.10e-03""",C+,"=""4.58438864""","=""6.44334733""","=""3d7.(2F).4s""","=""d 3F""","=""3""","=""3d7.(2P).4p""","=""u 3D*""","=""3""",7,7,,"=""T6110""","=""L11631""",
"=""6679.8286""","=""6.34e+05""","=""3.47e-03""",B,"=""2.69240763""","=""4.54850612""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""6700.9905""","=""1.68e+05""","=""8.81e-04""",C+,"=""4.59311043""","=""6.44334733""","=""3d7.(2F).4s""","=""d 3F""","=""4""","=""3d7.(2P).4p""","=""u 3D*""","=""3""",9,7,,"=""T6110""","=""L11631""",
"=""6705.4164""","=""1.8e+04""","=""1.2e-04""",D,"=""2.75857762""","=""4.60759327""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""6741.3805""","=""3.37e+02""","=""2.30e-06""",C,"=""1.55735733""","=""3.39650880""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""",7,7,,"=""T5783""","=""L11631""",
"=""6752.0144""","=""1.17e+05""","=""7.98e-04""",B,"=""2.42419831""","=""4.26045326""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",3,3,,"=""T4187""","=""L11631""",
"=""6754.5706""","=""3.05e+06""","=""2.08e-02""",B,"=""4.63819369""","=""6.47375371""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",3,3,,"=""T6110""","=""L11631""",
"=""6762.4848""","=""1.3e-01""","=""""",E,"=""0.85899575""","=""2.69240763""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d7.(2G).4s""","=""a 3G""","=""5""",11,11,M1,"=""T6409""","=""""",
"=""6788.7312""","=""2.0e+05""","=""1.9e-03""",E,"=""4.19086081""","=""6.01718438""","=""3d7.(4F).4p""","=""y 5D*""","=""2""","=""3d7.(4F).5s""","=""e 3F""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""6795.1327""","=""7.58e+04""","=""5.25e-04""",B,"=""4.07581091""","=""5.90041395""","=""3d8""","=""c 3F""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""4""",9,9,,"=""T6110""","=""L11631""",
"=""6805.8768""","=""1.53e+06""","=""6.38e-03""",B,"=""4.65203107""","=""6.47375371""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",5,3,,"=""T6110""","=""L11631""",
"=""6806.1482""","=""2.46e+05""","=""2.20e-03""",B,"=""4.58438864""","=""6.40603863""","=""3d7.(2F).4s""","=""d 3F""","=""3""","=""3d7.(2H).4p""","=""u 3G*""","=""4""",7,9,,"=""T6110""","=""L11631""",
"=""6808.7211""","=""1.2e+05""","=""8.2e-04""",E,"=""2.72754450""","=""4.54850612""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",9,9,,"=""T2578n""","=""L11631""",
"=""6812.1413""","=""2.12e+06""","=""2.07e-02""",C+,"=""4.60695104""","=""6.42699840""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""6822.2532""","=""1.5e+06""","=""1.7e-02""",E,"=""4.63819369""","=""6.45554341""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""6830.4761""","=""3.7e+06""","=""4.3e-02""",D,"=""4.63819369""","=""6.45335558""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""6838.8385""","=""7.2e-02""","=""""",E,"=""0.91460217""","=""2.72754450""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(2G).4s""","=""a 3G""","=""4""",9,9,M1,"=""T6409""","=""""",
"=""6838.8918""","=""3.26e+05""","=""2.28e-03""",B,"=""4.59311043""","=""6.40603863""","=""3d7.(2F).4s""","=""d 3F""","=""4""","=""3d7.(2H).4p""","=""u 3G*""","=""4""",9,9,,"=""T6110""","=""L11631""",
"=""6841.7170""","=""7.1e+03""","=""5.0e-05""",E,"=""2.55917148""","=""4.37135106""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(4F).4p""","=""z 5G*""","=""4""",9,9,,"=""T2578n""","=""L11631""",
"=""6843.2260""","=""3.4e+06""","=""3.3e-02""",D,"=""4.60695104""","=""6.41873101""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""6844.5736""","=""2.4e+06""","=""1.7e-02""",E,"=""4.63819369""","=""6.44961696""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""6845.5435""","=""2.6e+06""","=""1.4e-02""",D,"=""4.54850612""","=""6.35967275""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""6856.7147""","=""1.53e+05""","=""1.32e-03""",B,"=""4.59311043""","=""6.40132623""","=""3d7.(2F).4s""","=""d 3F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""1H*""","=""5""",9,11,,"=""T6110""","=""L11631""",
"=""6857.0523""","=""2.86e+06""","=""2.59e-02""",C,"=""4.55852281""","=""6.36664959""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""6860.0402""","=""3.33e+06""","=""1.68e-02""",C+,"=""4.60759327""","=""6.41493251""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""6886.4031""","=""2.8e-02""","=""""",E,"=""0.95815732""","=""2.75857762""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(2G).4s""","=""a 3G""","=""3""",7,7,M1,"=""T6409""","=""""",
"=""6887.6543""","=""2.1e+06""","=""9.0e-03""",E,"=""4.65203107""","=""6.45212430""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""6918.5877""","=""6.2e+05""","=""5.7e-03""",D,"=""4.15435379""","=""5.94639870""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""6947.1196""","=""9.11e+04""","=""1.10e-03""",B,"=""2.42419831""","=""4.20888328""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",3,5,,"=""T4187""","=""L11631""",
"=""6964.9417""","=""8.97e+05""","=""9.13e-03""",C,"=""4.18636440""","=""5.96648265""","=""3d8""","=""c 3F""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""3""",5,7,,"=""T5720""","=""""",
"=""6973.8547""","=""1.25e+04""","=""6.53e-05""",C,"=""3.01762252""","=""4.79546566""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",7,5,,"=""T6110""","=""""",
"=""6974.0026""","=""2.6e-02""","=""""",E,"=""0.91460217""","=""2.69240763""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(2G).4s""","=""a 3G""","=""5""",9,11,M1,"=""T6409""","=""""",
