ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""5642.9998""","=""3.0e+06""","=""1.0e-02""",D,"=""4.25622280""","=""6.45335558""","=""3d7.(4F).4p""","=""y 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""5644.3165""","=""3.3e+05""","=""1.1e-03""",E,"=""4.60759327""","=""6.80421351""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""e 3P""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""5645.4926""","=""2.9e+05""","=""1.1e-03""",E,"=""4.07581091""","=""6.27197352""","=""3d8""","=""c 3F""","=""4""","=""3d7.(2G).4p""","=""z 1F*""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""5651.1980""","=""3.6e+04""","=""1.5e-04""",E,"=""3.63434980""","=""5.82829520""","=""3d6.4s2""","=""a 1I""","=""6""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""5""",13,11,,"=""T2578n""","=""L11631""",
"=""5651.5547""","=""5.1e+06""","=""4.0e-02""",E,"=""5.09954435""","=""7.2933513""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""1""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""5652.2735""","=""3.3e+06""","=""2.2e-02""",E,"=""5.08559017""","=""7.2791181""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""2""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5653.8861""","=""5.0e+05""","=""4.0e-03""",E,"=""4.26045326""","=""6.45335558""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""5655.4337""","=""4.6e+05""","=""2.2e-03""",E,"=""4.38646275""","=""6.57876498""","=""3d7.(4F).4p""","=""z 3G*""","=""5""","=""3d7.(4F).4d""","=""g 5F""","=""5""",11,11,,"=""T2578n""","=""L11631""",
"=""5656.7456""","=""4.7e+06""","=""2.9e-02""",E,"=""5.06378173""","=""7.25557550""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""3""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""5657.9714""","=""1.8e-03""","=""""",E,"=""0.08728574""","=""2.27860466""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s2""","=""a 3P2""","=""2""",5,5,E2,"=""T6409""","=""""",
"=""5660.1017""","=""5.80e+05""","=""4.64e-03""",B,"=""3.43018998""","=""5.62068415""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""2""",3,5,,"=""T5783""","=""L11631""",
"=""5660.2276""","=""4.52e+06""","=""1.30e-02""",C+,"=""4.28330826""","=""6.47375371""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",5,3,,"=""T6110""","=""L11631""",
"=""5660.3865""","=""4.34e+06""","=""2.08e-02""",B,"=""3.39650880""","=""5.58689276""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""5662.3718""","=""4.4e+04""","=""3.0e-04""",E,"=""3.63977237""","=""5.82938837""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5662.9156""","=""1.22e+06""","=""1.75e-02""",B,"=""4.28434800""","=""6.47375371""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""0""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",1,3,,"=""T6110""","=""L11631""",
"=""5664.0873""","=""6.18e+06""","=""2.43e-02""",B,"=""4.17769679""","=""6.36664959""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""5664.5089""","=""2.45e+05""","=""1.18e-03""",C+,"=""3.69459719""","=""5.88338708""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d7.(2G).4p""","=""z 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""5669.0904""","=""6.12e+05""","=""2.41e-03""",C,"=""4.17769679""","=""6.36471779""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""5669.2389""","=""4.8e+04""","=""2.3e-04""",E,"=""2.60850194""","=""4.79546566""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""5680.5991""","=""3.7e+06""","=""2.5e-02""",D,"=""4.65203107""","=""6.83462125""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""f 3F""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5681.8166""","=""8.4e+04""","=""5.7e-04""",E,"=""4.18636440""","=""6.36848691""","=""3d8""","=""c 3F""","=""2""","=""3d7.(2D2).4p""","=""v 3F*""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5688.1074""","=""6.71e+06""","=""3.98e-02""",B+,"=""4.54850612""","=""6.72821528""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""e 3H""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""5693.0756""","=""6.7e+06""","=""1.1e-02""",E,"=""4.30127816""","=""6.47908516""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""0""",3,1,,"=""T2578n""","=""L11631""",
"=""5697.6690""","=""4.35e+05""","=""2.12e-03""",C+,"=""4.54850612""","=""6.72455738""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""e 5H""","=""4""",9,9,,"=""T6110""","=""L11631""",
"=""5697.9469""","=""1.2e-01""","=""""",E,"=""0.0000000""","=""2.17594512""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d7.(4P).4s""","=""a 5P""","=""3""",9,7,E2,"=""T6409""","=""""",
"=""5699.6009""","=""1.6e+05""","=""4.7e-04""",E,"=""3.63977237""","=""5.81508605""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""5703.1255""","=""1.78e+05""","=""6.76e-04""",C+,"=""2.55917148""","=""4.73314079""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",9,7,,"=""T4293""","=""L11631""",
"=""5703.9297""","=""6.3e+04""","=""3.1e-04""",E,"=""3.63977237""","=""5.81343520""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""5707.0469""","=""3.01e+06""","=""1.47e-02""",B,"=""4.30127816""","=""6.47375371""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",3,3,,"=""T6110""","=""L11631""",
"=""5707.5749""","=""6.1e+06""","=""3.9e-02""",D,"=""4.60759327""","=""6.77986785""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""f 3F""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""5708.6325""","=""1.0e+05""","=""6.4e-04""",E,"=""3.64164057""","=""5.81351269""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""5709.6772""","=""5.3e+05""","=""3.2e-03""",E,"=""4.43461275""","=""6.60608750""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""f 5G""","=""5""",9,11,,"=""T2578n""","=""L11631""",
"=""5710.5497""","=""1.5e-01""","=""""",E,"=""0.05156912""","=""2.22271209""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4P).4s""","=""a 5P""","=""1""",7,3,E2,"=""T6409""","=""""",
"=""5710.9616""","=""2.13e+06""","=""1.04e-02""",B,"=""3.36825640""","=""5.53924278""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",9,9,,"=""T5783""","=""L11631""",
"=""5713.4329""","=""1.5e+06""","=""7.5e-03""",E,"=""4.28330826""","=""6.45335558""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""5713.7156""","=""2.99e+05""","=""2.05e-03""",B,"=""3.41695281""","=""5.58689276""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",5,7,,"=""T5783""","=""L11631""",
"=""5717.5352""","=""3.4e-02""","=""""",E,"=""0.11011433""","=""2.27860466""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s2""","=""a 3P2""","=""2""",3,5,M1,"=""T6409""","=""""",
"=""5717.5352""","=""3.8e-03""","=""""",E,"=""0.11011433""","=""2.27860466""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s2""","=""a 3P2""","=""2""",3,5,E2,"=""T6409""","=""""",
"=""5719.4185""","=""5.4e+06""","=""8.0e-02""",D,"=""4.28434800""","=""6.45212430""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""0""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""1""",1,3,,"=""T2578n""","=""L11631""",
"=""5733.3516""","=""1.6e+06""","=""7.7e-03""",D,"=""4.25622280""","=""6.41873101""","=""3d7.(4F).4p""","=""y 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""5743.4401""","=""8.59e+05""","=""3.03e-03""",C,"=""4.25622280""","=""6.41493251""","=""3d7.(4F).4p""","=""y 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""5744.5533""","=""6.2e+04""","=""3.1e-04""",E,"=""4.17769679""","=""6.33598817""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""5""",11,11,,"=""T2578n""","=""L11631""",
"=""5747.0894""","=""2.0e-03""","=""""",E,"=""0.12126572""","=""2.27860466""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d6.4s2""","=""a 3P2""","=""2""",1,5,E2,"=""T6409""","=""""",
"=""5749.5479""","=""8.8e+05""","=""5.6e-03""",E,"=""4.60759327""","=""6.76400977""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""e 3H""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""5754.7177""","=""8.26e+06""","=""6.84e-02""",B,"=""4.26045326""","=""6.41493251""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""5755.9983""","=""6.5e+04""","=""3.2e-04""",E,"=""3.64164057""","=""5.79564049""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d7.(4P).4p""","=""u 5D*""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""5761.9412""","=""1.5e+05""","=""5.2e-04""",E,"=""3.64164057""","=""5.79341882""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""5764.0110""","=""1.3e+05""","=""8.5e-04""",E,"=""3.64164057""","=""5.79264615""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d7.(4P).4p""","=""u 5D*""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""5764.5902""","=""9.6e+06""","=""6.7e-02""",D,"=""4.20888328""","=""6.35967275""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",5,7,,"=""T2491n""","=""L11631""",
"=""5776.6554""","=""9.6e-03""","=""""",E,"=""0.05156912""","=""2.19786640""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4P).4s""","=""a 5P""","=""2""",7,5,M1,"=""T6409""","=""""",
"=""5776.6818""","=""1.12e+06""","=""5.59e-03""",C+,"=""4.22036211""","=""6.36664959""","=""3d7.(4F).4p""","=""y 5F*""","=""4""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""5780.0551""","=""1.06e+04""","=""5.31e-05""",C,"=""2.58810592""","=""4.73314079""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",7,7,,"=""T6110""","=""L11631""",
"=""5782.2025""","=""7.6e+04""","=""3.8e-04""",E,"=""3.24096914""","=""5.38520741""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""5786.2619""","=""6.50e+04""","=""4.20e-04""",C+,"=""3.39650880""","=""5.53924278""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",7,9,,"=""T5783""","=""L11631""",
"=""5792.6228""","=""1.29e+05""","=""6.48e-04""",D+,"=""3.21118938""","=""5.35157038""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""5795.5210""","=""6.1e+05""","=""2.4e-03""",E,"=""4.22036211""","=""6.35967275""","=""3d7.(4F).4p""","=""y 5F*""","=""4""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""5799.7788""","=""5.7e+05""","=""2.9e-03""",E,"=""3.92860683""","=""6.06634697""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d7.(4F).5s""","=""e 3F""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""5805.6433""","=""1.6e+05""","=""6.4e-04""",E,"=""3.88160368""","=""6.01718438""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d7.(4F).5s""","=""e 3F""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""5806.0630""","=""8.8e-02""","=""""",E,"=""0.08728574""","=""2.22271209""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4P).4s""","=""a 5P""","=""1""",5,3,E2,"=""T6409""","=""""",
"=""5806.0728""","=""2.8e+05""","=""2.0e-03""",E,"=""4.28330826""","=""6.41873101""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5808.3349""","=""2.7e+06""","=""1.3e-02""",D,"=""4.60759327""","=""6.74218434""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""e 3G""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""5810.8278""","=""4.5e+05""","=""2.3e-03""",E,"=""3.88350907""","=""6.01718438""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""5816.4190""","=""4.6e+05""","=""2.3e-03""",E,"=""4.28330826""","=""6.41493251""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""5816.8291""","=""1.0e+05""","=""3.7e-04""",E,"=""4.15435379""","=""6.28582776""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""5817.9851""","=""4.49e+06""","=""2.78e-02""",B,"=""4.54850612""","=""6.67955657""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""e 5H""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""5836.2643""","=""9.0e-02""","=""""",E,"=""0.05156912""","=""2.17594512""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4P).4s""","=""a 5P""","=""3""",7,7,E2,"=""T6409""","=""""",
"=""5839.9900""","=""2.0e+05""","=""7.3e-04""",E,"=""3.94332623""","=""6.06634697""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""5853.8403""","=""1.1e+06""","=""5.5e-03""",E,"=""4.54850612""","=""6.66650376""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""f 5G""","=""4""",9,9,,"=""T2578n""","=""L11631""",
"=""5856.6982""","=""7.19e+05""","=""4.75e-03""",B,"=""4.60759327""","=""6.72455738""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""e 5H""","=""4""",7,9,,"=""T6110""","=""L11631""",
"=""5857.7109""","=""1.83e+06""","=""9.40e-03""",C,"=""4.29441489""","=""6.41101300""","=""3d6.4s2""","=""b 1D2""","=""2""","=""3d7.(2P).4p""","=""y 1D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""5868.8029""","=""2.1e-02""","=""""",E,"=""0.11011433""","=""2.22271209""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4P).4s""","=""a 5P""","=""1""",3,3,E2,"=""T6409""","=""""",
"=""5874.4118""","=""3.4e-02""","=""""",E,"=""0.08728574""","=""2.19786640""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4P).4s""","=""a 5P""","=""2""",5,5,E2,"=""T6409""","=""""",
"=""5881.1169""","=""2.1e+05""","=""1.5e-03""",E,"=""4.60695104""","=""6.71512541""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""2""","=""3d7.(4F).4d""","=""f 5G""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5885.4470""","=""1.9e+06""","=""1.6e-02""",D,"=""3.95972364""","=""6.06634697""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d7.(4F).5s""","=""e 3F""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""5907.3075""","=""1.1e+07""","=""3.4e-02""",D,"=""4.65203107""","=""6.75085864""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""f 3D""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""5911.6098""","=""4.49e+04""","=""2.88e-04""",C+,"=""3.21118938""","=""5.30848946""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""5""",9,11,,"=""T6110""","=""L11631""",
"=""5917.8864""","=""2.15e+04""","=""1.13e-04""",B,"=""2.45343044""","=""4.54850612""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",9,9,,"=""T4187""","=""L11631""",
"=""5929.4309""","=""5.4e+06""","=""1.7e-02""",E,"=""4.65203107""","=""6.74302768""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""g 5F""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""5931.3188""","=""1.1e+06""","=""4.6e-03""",E,"=""4.54850612""","=""6.63883718""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""h 5D""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""5936.0660""","=""3.9e-02""","=""""",E,"=""0.08728574""","=""2.17594512""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4P).4s""","=""a 5P""","=""3""",5,7,E2,"=""T6409""","=""""",
"=""5936.2985""","=""2.0e+06""","=""1.5e-02""",D,"=""3.92860683""","=""6.01718438""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d7.(4F).5s""","=""e 3F""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""5938.6457""","=""5.3e-02""","=""""",E,"=""0.11011433""","=""2.19786640""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4P).4s""","=""a 5P""","=""2""",3,5,E2,"=""T6409""","=""""",
"=""5954.3668""","=""1.5e+06""","=""8.1e-03""",D,"=""3.98410712""","=""6.06634697""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d7.(4F).5s""","=""e 3F""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""5958.3436""","=""5.15e+02""","=""2.24e-06""",B+,"=""0.85899575""","=""2.93984587""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""",11,9,,"=""T4920""","=""L11631""",
"=""5970.5364""","=""2.4e-02""","=""""",E,"=""0.12126572""","=""2.19786640""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d7.(4P).4s""","=""a 5P""","=""2""",1,5,E2,"=""T6409""","=""""",
"=""6001.6628""","=""8.5e-03""","=""""",E,"=""0.11011433""","=""2.17594512""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4P).4s""","=""a 5P""","=""3""",3,7,E2,"=""T6409""","=""""",
"=""6013.8746""","=""1.69e+04""","=""3.05e-05""",C+,"=""2.22271209""","=""4.28434800""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""0""",3,1,,"=""T5783""","=""L11631""",
"=""6028.7196""","=""1.36e+06""","=""9.05e-03""",C+,"=""4.07581091""","=""6.13237029""","=""3d8""","=""c 3F""","=""4""","=""3d7.(2G).4p""","=""v 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""6067.1608""","=""1.07e+06""","=""5.90e-03""",B,"=""2.60850194""","=""4.65203107""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(4F).4p""","=""y 3F*""","=""2""",5,5,,"=""T4293""","=""L11631""",
"=""6080.6904""","=""2.9e+06""","=""1.6e-02""",E,"=""4.65203107""","=""6.69101333""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""h 5D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""6084.3938""","=""1.61e+04""","=""8.91e-05""",B,"=""2.22271209""","=""4.26045326""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",3,3,,"=""T4187""","=""L11631""",
"=""6086.9422""","=""6.99e+04""","=""2.77e-04""",D+,"=""2.75857762""","=""4.79546566""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""6095.3291""","=""1.2e+06""","=""4.8e-03""",E,"=""4.60759327""","=""6.64167865""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""f 5P""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""6096.0596""","=""7.3e+05""","=""2.4e-03""",E,"=""4.65203107""","=""6.68587270""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""f 5P""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""6098.3515""","=""3.4e+05""","=""2.6e-03""",E,"=""3.98410712""","=""6.01718438""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d7.(4F).5s""","=""e 3F""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""6104.9826""","=""1.52e+06""","=""1.09e-02""",C,"=""4.73314079""","=""6.76400977""","=""3d7.(4F).4p""","=""y 3D*""","=""3""","=""3d7.(4F).4d""","=""e 3H""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""6121.9397""","=""2.12e+01""","=""1.19e-07""",B+,"=""0.91460217""","=""2.93984587""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""",9,9,,"=""T4920""","=""L11631""",
"=""6129.6020""","=""7.87e+05""","=""5.70e-03""",D+,"=""4.14264893""","=""6.16536100""","=""3d8""","=""c 3F""","=""3""","=""3d7.(2G).4p""","=""y 3H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""6138.3130""","=""1.01e+06""","=""4.42e-03""",B,"=""2.45343044""","=""4.47327202""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""3""",9,7,,"=""T4187""","=""L11631""",
"=""6138.6921""","=""6.62e+04""","=""2.24e-04""",B,"=""2.19786640""","=""4.21758325""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d7.(4F).4p""","=""y 5D*""","=""1""",5,3,,"=""T4187""","=""L11631""",
"=""6139.3897""","=""1.00e+06""","=""5.65e-03""",B,"=""2.58810592""","=""4.60759327""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",7,7,,"=""T4293""","=""L11631""",
"=""6143.4303""","=""1.23e+06""","=""4.96e-03""",B,"=""3.60252504""","=""5.62068415""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""2""",7,5,,"=""T5783""","=""L11631""",
"=""6149.5354""","=""5.37e+05""","=""2.37e-03""",C+,"=""4.07581091""","=""6.09196644""","=""3d8""","=""c 3F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""6153.3194""","=""1.77e+04""","=""7.18e-05""",B,"=""2.17594512""","=""4.19086081""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d7.(4F).4p""","=""y 5D*""","=""2""",7,5,,"=""T4187""","=""L11631""",
"=""6159.4317""","=""1.2e+06""","=""6.8e-03""",D,"=""4.07581091""","=""6.08872711""","=""3d8""","=""c 3F""","=""4""","=""3d7.(2G).4p""","=""w 3F*""","=""4""",9,9,,"=""T2578n""","=""L11631""",
"=""6165.2490""","=""8.44e+03""","=""4.81e-05""",C+,"=""2.19786640""","=""4.20888328""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",5,5,,"=""T5783""","=""L11631""",
