ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1112.04832""","=""2.0e+07""","=""4.5e-03""",D+,"=""0.00000000""","=""11.1491737""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).5p""","=""6F*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c140""",
"=""1112.20679""","=""2.1e+07""","=""5.e-03""",D,"=""1.67061856""","=""12.8182037""","=""3d7""","=""a 4P""","=""5/2""","=""3d6.(5D<3>).4f""","=""2[3]*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1112.93716""","=""2.2e+07""","=""4.1e-03""",D,"=""0.30129858""","=""11.4415681""","=""3d7""","=""a 4F""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""v 4F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1113.28137""","=""2.8e+07""","=""8.e-03""",D,"=""1.07624119""","=""12.2130662""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d5.(4D).4s.4p.(3P*)""","=""4D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""1113.46658""","=""3.4e+07""","=""4.2e-03""",D,"=""0.35186476""","=""11.4868373""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F1).4p""","=""4D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1113.94020""","=""4.1e+07""","=""8.e-03""",D,"=""1.72398297""","=""12.8542212""","=""3d7""","=""a 4P""","=""1/2""","=""3d6.(5D<2>).4f""","=""2[1]*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c140""",
"=""1115.12527""","=""9.e+06""","=""1.8e-03""",D,"=""2.58265947""","=""13.7010694""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(3P2).5p""","=""4D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1117.41926""","=""9.e+06""","=""1.7e-03""",D,"=""0.35186476""","=""11.4474493""","=""3d7""","=""a 4F""","=""5/2""","=""3d5.(4G).4s.4p.(3P*)""","=""v 4F*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1117.91158""","=""4.4e+07""","=""4.1e-03""",D,"=""1.69526130""","=""12.7859594""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c140""",
"=""1118.05244""","=""5.e+06""","=""1.1e-03""",D,"=""2.57958587""","=""13.6688867""","=""3d7""","=""a 2H""","=""9/2""","=""3d6.(3H).5p""","=""2I*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c140""",
"=""1118.11620""","=""1.9e+07""","=""3.5e-03""",D,"=""0.35186476""","=""11.4405332""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3P1).4p""","=""4P*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1119.37111""","=""5.e+07""","=""4.6e-03""",D,"=""0.38651921""","=""11.4627564""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F1).4p""","=""4D*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c140""",
"=""1120.55945""","=""2.9e+07""","=""5.e-03""",D,"=""0.38651921""","=""11.4510101""","=""3d7""","=""a 4F""","=""3/2""","=""3d5.(4G).4s.4p.(3P*)""","=""v 4F*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c140""",
"=""1121.97471""","=""1.9e+08""","=""2.9e-02""",D+,"=""0.00000000""","=""11.0505342""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1122.84272""","=""1.8e+08""","=""2.6e-02""",D+,"=""0.04770753""","=""11.0896991""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1124.12260""","=""1.1e+08""","=""1.4e-02""",D+,"=""0.08278213""","=""11.1122017""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1124.75788""","=""1.3e+07""","=""1.9e-03""",D,"=""0.23217279""","=""11.2553628""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(5D).5p""","=""4F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1125.44763""","=""1.0e+08""","=""1.6e-02""",D+,"=""0.00000000""","=""11.0164343""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).5p""","=""6D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1126.42077""","=""1.3e+08""","=""2.5e-02""",D+,"=""0.08278213""","=""11.0896991""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1126.59124""","=""1.7e+08""","=""3.3e-02""",D+,"=""0.10695023""","=""11.1122017""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c140""",
"=""1126.83951""","=""6.3e+07""","=""1.2e-02""",D+,"=""0.04770753""","=""11.0505342""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1126.95529""","=""5.5e+07""","=""8.e-03""",D+,"=""0.04770753""","=""11.0494038""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(5D).5p""","=""6D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1127.09840""","=""6.e+06""","=""1.1e-03""",D,"=""0.00000000""","=""11.0002994""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).5p""","=""6D*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c140""",
"=""1127.14757""","=""5.e+07""","=""1.3e-02""",E,"=""2.58265947""","=""13.5824790""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(3P2).5p""","=""4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1127.46522""","=""1.5e+07""","=""4.3e-03""",D,"=""2.70434897""","=""13.7010694""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3P2).5p""","=""4D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c141""",
"=""1127.85962""","=""2.8e+07""","=""3.5e-03""",D,"=""0.08278213""","=""11.0756571""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d6.(5D).5p""","=""6D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1128.04557""","=""1.4e+08""","=""5.4e-02""",D+,"=""0.12113874""","=""11.1122017""","=""3d6.(5D).4s""","=""a 6D""","=""1/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c140""",
"=""1128.15338""","=""1.9e+07""","=""2.7e-03""",D,"=""0.30129858""","=""11.2913111""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(5D).5p""","=""4F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1128.89952""","=""6.3e+07""","=""1.8e-02""",D+,"=""0.10695023""","=""11.0896991""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""1129.30192""","=""3.7e+07""","=""7.e-03""",E,"=""2.65702556""","=""13.6358609""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d5.(2H).4s.4p.(3P*)""","=""4H*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c140""",
"=""1129.62091""","=""3.6e+07""","=""5.4e-03""",D+,"=""0.23217279""","=""11.2079078""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(5D).5p""","=""4D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1129.76564""","=""8.e+06""","=""1.5e-03""",D,"=""0.23217279""","=""11.2065018""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(5D).5p""","=""6F*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c140""",
"=""1130.34266""","=""9.e+06""","=""1.8e-03""",D,"=""0.04770753""","=""11.0164343""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(5D).5p""","=""6D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1130.34472""","=""1.2e+07""","=""2.4e-03""",D,"=""0.10695023""","=""11.0756571""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d6.(5D).5p""","=""6D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c140""",
"=""1130.44312""","=""3.1e+07""","=""8.e-03""",D+,"=""0.08278213""","=""11.0505342""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1130.55964""","=""1.4e+07""","=""2.7e-03""",D,"=""0.08278213""","=""11.0494038""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d6.(5D).5p""","=""6D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1130.86317""","=""8.e+06""","=""1.3e-03""",D,"=""0.23217279""","=""11.1958510""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(5D).5p""","=""6F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c141""",
"=""1131.59408""","=""1.6e+07""","=""2.1e-03""",D,"=""0.35186476""","=""11.3084614""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(5D).5p""","=""4F*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1132.00268""","=""4.5e+06""","=""1.0e-03""",D,"=""0.23217279""","=""11.1848145""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3F1).4p""","=""4G*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c147""",
"=""1132.00784""","=""7.e+06""","=""1.7e-03""",D,"=""0.04770753""","=""11.0002994""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(5D).5p""","=""6D*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c147""",
"=""1132.43847""","=""5.e+07""","=""7.e-03""",E,"=""2.69193206""","=""13.6403590""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3H).5p""","=""4G*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c141""",
"=""1133.40473""","=""2.6e+07""","=""6.3e-03""",D+,"=""0.04770753""","=""10.9868006""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1133.66524""","=""3.1e+07""","=""4.7e-03""",D+,"=""0.00000000""","=""10.9365793""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1133.67520""","=""2.9e+07""","=""4.2e-03""",D,"=""0.30129858""","=""11.2377818""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(5D).5p""","=""4D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1135.30202""","=""4.6e+07""","=""4.4e-03""",D,"=""0.38651921""","=""11.3073311""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(5D).5p""","=""4D*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c140""",
"=""1135.57780""","=""2.2e+07""","=""2.9e-03""",D,"=""0.35186476""","=""11.2700245""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(5D).5p""","=""4D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1137.68196""","=""1.6e+07""","=""3.1e-03""",E,"=""2.63486052""","=""13.5328270""","=""3d6.(3H).4s""","=""a 4H""","=""13/2""","=""3d5.(2I).4s.4p.(3P*)""","=""2I*""","=""13/2""",14,14,,"=""T6892c83""","=""L18349c140""",
"=""1138.03848""","=""1.0e+07""","=""1.9e-03""",D,"=""0.30129858""","=""11.1958510""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(5D).5p""","=""6F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1138.17770""","=""7.e+07""","=""1.3e-02""",E,"=""2.69193206""","=""13.5851518""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d5.(2G2).4s.4p.(3P*)""","=""4H*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1138.63218""","=""5.5e+07""","=""1.1e-02""",D+,"=""0.04770753""","=""10.9365793""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1138.94124""","=""1.3e+07""","=""2.4e-03""",D,"=""0.35186476""","=""11.2377818""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(5D).5p""","=""4D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1139.19362""","=""1.2e+07""","=""2.3e-03""",D,"=""0.38651921""","=""11.2700245""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(5D).5p""","=""4D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c141""",
"=""1140.40573""","=""6.e+07""","=""1.5e-02""",E,"=""2.58265947""","=""13.4545970""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1140.78736""","=""1.3e+07""","=""2.6e-03""",D,"=""2.82812245""","=""13.6964229""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3F2).5p""","=""4D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1141.06769""","=""5.e+06""","=""1.2e-03""",D,"=""0.30129858""","=""11.1669291""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3F1).4p""","=""4G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1141.17203""","=""1.3e+07""","=""2.5e-03""",D,"=""2.84411707""","=""13.7087540""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3F2).5p""","=""4F*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1142.31173""","=""4.7e+07""","=""1.2e-02""",D+,"=""0.08278213""","=""10.9365793""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1142.36565""","=""2.6e+07""","=""4.0e-03""",D+,"=""0.00000000""","=""10.8532849""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1142.46871""","=""1.1e+07""","=""2.9e-03""",D,"=""2.84411707""","=""13.6964229""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3F2).5p""","=""4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1142.75729""","=""2.2e+07""","=""3.5e-03""",D,"=""2.80665448""","=""13.6562198""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3F2).5p""","=""4F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1143.11329""","=""4.5e+07""","=""7.e-03""",E,"=""2.82812245""","=""13.6743089""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3F1).5p""","=""4D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1143.15007""","=""4.1e+07""","=""8.e-03""",E,"=""2.63486052""","=""13.4806980""","=""3d6.(3H).4s""","=""a 4H""","=""13/2""","=""3d6.(3H).5p""","=""4H*""","=""13/2""",14,14,,"=""T6892c83""","=""L18349c140""",
"=""1143.22573""","=""1.0e+08""","=""1.9e-02""",D+,"=""0.00000000""","=""10.8451196""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c140""",
"=""1143.28143""","=""4.1e+07""","=""5.e-03""",D,"=""2.84411707""","=""13.6887084""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3F2).5p""","=""4F*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1144.04929""","=""1.7e+07""","=""4.5e-03""",D,"=""2.58265947""","=""13.4199721""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1144.27446""","=""1.0e+08""","=""1.9e-02""",D+,"=""0.08278213""","=""10.9179622""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1144.43380""","=""4.5e+07""","=""9.e-03""",E,"=""2.65702556""","=""13.4906971""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d5.(4G).4s.(5G).4p""","=""4H*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c140""",
"=""1144.48432""","=""2.0e+07""","=""3.9e-03""",D,"=""2.85551515""","=""13.6887084""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""","=""3d6.(3F2).5p""","=""4F*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c141""",
"=""1144.67108""","=""2.1e+07""","=""2.7e-03""",D,"=""2.58265947""","=""13.4140853""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1144.73859""","=""2.2e+07""","=""5.e-03""",E,"=""2.82812245""","=""13.6589094""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3F2).5p""","=""4F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1144.93920""","=""3.5e+08""","=""8.3e-02""",B,"=""0.00000000""","=""10.8288892""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""11/2""",10,12,,"=""T7351""","=""L18349c140""",
"=""1145.47552""","=""1.5e+07""","=""3.0e-03""",D,"=""2.58265947""","=""13.4064786""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1145.50878""","=""2.0e+07""","=""2.6e-03""",D,"=""0.08278213""","=""10.9062870""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1145.64150""","=""4.4e+07""","=""9.e-03""",E,"=""2.67577925""","=""13.4980302""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d6.(3H).5p""","=""4H*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c140""",
"=""1146.36445""","=""7.e+07""","=""1.1e-02""",E,"=""2.63486052""","=""13.4502865""","=""3d6.(3H).4s""","=""a 4H""","=""13/2""","=""3d6.(3H).5p""","=""4G*""","=""11/2""",14,12,,"=""T6892c83""","=""L18349c140""",
"=""1146.83249""","=""5.6e+07""","=""1.7e-02""",D+,"=""0.10695023""","=""10.9179622""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""1146.89979""","=""2.3e+07""","=""4.5e-03""",D,"=""2.70434897""","=""13.5147266""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c141""",
"=""1146.94457""","=""4.4e+07""","=""6.5e-03""",D+,"=""0.04770753""","=""10.8576631""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1147.24430""","=""1.1e+07""","=""2.2e-03""",D,"=""2.82812245""","=""13.6352538""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).5p""","=""4G*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1147.40929""","=""1.2e+08""","=""2.5e-02""",D+,"=""0.04770753""","=""10.8532849""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c141""",
"=""1147.56934""","=""6.e+07""","=""9.e-03""",E,"=""2.65702556""","=""13.4610958""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d6.(3H).5p""","=""4G*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c140""",
"=""1147.83454""","=""2.9e+07""","=""9.e-03""",D,"=""2.70434897""","=""13.5059231""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3P2).5p""","=""2D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""1148.07234""","=""1.9e+08""","=""3.8e-02""",D+,"=""0.10695023""","=""10.9062870""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c140""",
"=""1148.27699""","=""3.3e+08""","=""8.e-02""",D+,"=""0.04770753""","=""10.8451196""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1148.68175""","=""9.e+07""","=""2.5e-02""",E,"=""2.58265947""","=""13.3762669""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1148.77251""","=""5.e+07""","=""8.e-03""",E,"=""2.67577925""","=""13.4685339""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d5.(4G).4s.4p.(1P*)""","=""4G*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1148.81043""","=""3.6e+07""","=""1.4e-02""",D,"=""2.77846330""","=""13.5708617""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""","=""3d6.(3P2).5p""","=""4P*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c140""",
"=""1148.94474""","=""1.1e+08""","=""2.9e-02""",E,"=""2.84411707""","=""13.6352538""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3H).5p""","=""4G*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1148.95559""","=""8.e+07""","=""8.e-03""",D,"=""0.10695023""","=""10.8979851""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c140""",
"=""1149.48499""","=""8.e+06""","=""2.5e-03""",D,"=""2.70434897""","=""13.4904140""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3P2).5p""","=""4P*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""1149.58270""","=""8.e+07""","=""3.3e-02""",D+,"=""0.12113874""","=""10.9062870""","=""3d6.(5D).4s""","=""a 6D""","=""1/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c140""",
"=""1149.61514""","=""1.1e+08""","=""3.3e-02""",E,"=""2.85551515""","=""13.6403590""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""","=""3d6.(3H).5p""","=""4G*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c141""",
"=""1150.25786""","=""8.e+06""","=""1.3e-03""",D,"=""2.67577925""","=""13.4545970""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c141""",
"=""1150.28930""","=""4.3e+07""","=""6.e-03""",D,"=""0.08278213""","=""10.8613053""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1150.46827""","=""3.1e+08""","=""6.2e-02""",D+,"=""0.12113874""","=""10.8979851""","=""3d6.(5D).4s""","=""a 6D""","=""1/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c140""",
"=""1150.51922""","=""6.e+07""","=""9.e-03""",E,"=""2.69193206""","=""13.4683012""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d5.(4G).4s.4p.(1P*)""","=""4G*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""1150.67812""","=""1.1e+08""","=""2.1e-02""",D+,"=""0.08278213""","=""10.8576631""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""1151.14588""","=""2.2e+08""","=""5.9e-02""",D+,"=""0.08278213""","=""10.8532849""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1152.4231""","=""2.3e+07""","=""2.3e-03""",D,"=""0.10695023""","=""10.865516""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c140""",
"=""1152.87433""","=""6.6e+07""","=""1.3e-02""",D+,"=""0.10695023""","=""10.8613053""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c140""",
"=""1153.03777""","=""4.5e+07""","=""1.3e-02""",E,"=""2.70434897""","=""13.4571796""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
