ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1721.93417""","=""2.1e+07""","=""9.e-03""",D+,"=""5.58476799""","=""12.7850548""","=""3d6.(5D).4p""","=""z 4D*""","=""3/2""","=""3d6.(5D).6s""","=""4D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""1722.37791""","=""1.8e+07""","=""8.e-03""",D,"=""5.60488800""","=""12.8033198""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""","=""3d6.(5D).6s""","=""4D""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
"=""1722.43164""","=""3.5e+06""","=""2.0e-03""",D,"=""0.98633380""","=""8.1845410""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1722.69636""","=""5.1e+07""","=""1.7e-02""",D+,"=""5.54876624""","=""12.7458673""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""","=""3d6.(5D).6s""","=""4D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""1722.99365""","=""6.1e+07""","=""1.8e-02""",D+,"=""5.58919550""","=""12.7850548""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""","=""3d6.(5D).6s""","=""4D""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""1723.61588""","=""2.5e+07""","=""1.1e-02""",D+,"=""5.55260578""","=""12.7458673""","=""3d6.(5D).4p""","=""z 4D*""","=""5/2""","=""3d6.(5D).6s""","=""4D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""1724.57325""","=""3.9e+06""","=""2.3e-03""",D,"=""1.04046986""","=""8.2297382""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1724.85409""","=""2.5e+07""","=""1.6e-02""",D+,"=""0.38651921""","=""7.5746170""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c148""",
"=""1724.85425""","=""7.5e+07""","=""1.7e-02""",D+,"=""5.61522263""","=""12.8033198""","=""3d6.(5D).4p""","=""z 4F*""","=""3/2""","=""3d6.(5D).6s""","=""4D""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c148""",
"=""1724.96484""","=""1.0e+07""","=""3.4e-03""",D+,"=""0.30129858""","=""7.4889348""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""1725.02452""","=""1.3e+07""","=""3.7e-03""",D,"=""2.54377802""","=""9.7311656""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1D2).4p""","=""w 2D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""1725.68930""","=""3.3e+07""","=""1.5e-02""",D+,"=""5.51071390""","=""12.6953327""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""","=""3d6.(5D).6s""","=""4D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""1725.84235""","=""2.9e+06""","=""1.0e-03""",D,"=""6.22249688""","=""13.4064786""","=""3d6.(3F1).4s""","=""c 4F""","=""7/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c143""",
"=""1725.98512""","=""1.5e+07""","=""6.6e-03""",D+,"=""2.64185518""","=""9.8252426""","=""3d7""","=""a 2D2""","=""3/2""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""3/2""",4,4,,"=""T6370,T6892c83""","=""L18349c140""",
"=""1726.05853""","=""2.2e+07""","=""1.0e-02""",D+,"=""2.64185518""","=""9.8249371""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D2).4p""","=""w 2P*""","=""3/2""",4,4,,"=""T6370,T6892c83""","=""L18349c140""",
"=""1726.39277""","=""3.2e+07""","=""2.2e-02""",D+,"=""0.38651921""","=""7.5682105""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""1726.75931""","=""1.0e+07""","=""9.e-03""",D,"=""5.60488800""","=""12.7850548""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""","=""3d6.(5D).6s""","=""4D""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c143""",
"=""1726.91805""","=""2.8e+06""","=""1.3e-03""",D,"=""1.96448604""","=""9.1439928""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1I).4p""","=""w 2H*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c140""",
"=""1726.94401""","=""6.e+06""","=""3.3e-03""",D,"=""5.82322475""","=""13.0026236""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""1727.93597""","=""1.5e+07""","=""4.4e-03""",D+,"=""5.82322475""","=""12.9985021""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(3F2).4d""","=""4P""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""1728.89292""","=""7.e+06""","=""3.1e-03""",D,"=""5.87558748""","=""13.0468933""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""1730.95485""","=""1.4e+07""","=""6.2e-03""",D+,"=""5.82322475""","=""12.9859880""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(3F2).4d""","=""4P""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c143""",
"=""1731.33526""","=""6.1e+06""","=""3.3e-03""",D+,"=""1.96448604""","=""9.1256755""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1I).4p""","=""w 2H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c140""",
"=""1731.87960""","=""2.8e+06""","=""1.5e-03""",D,"=""0.98633380""","=""8.1452725""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1731.96270""","=""1.2e+07""","=""8.e-03""",D+,"=""5.87558748""","=""13.0341827""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""1733.07141""","=""1.5e+06""","=""6.e-04""",D,"=""3.24468891""","=""10.3987045""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(1F).4p""","=""v 2G*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c140""",
"=""1733.20871""","=""1.5e+07""","=""3.3e-03""",D,"=""5.87558748""","=""13.0290363""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""","=""3d6.(3F2).4d""","=""4P""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c143""",
"=""1733.38275""","=""2.5e+07""","=""1.1e-02""",D,"=""2.34166141""","=""9.4943920""","=""3d7""","=""a 2P""","=""1/2""","=""3d6.(1S2).4p""","=""x 2P*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c140""",
"=""1735.49493""","=""1.1e+07""","=""6.5e-03""",D+,"=""2.54377802""","=""9.6878034""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1D2).4p""","=""v 2F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1735.81042""","=""7.e+06""","=""3.9e-03""",D,"=""5.55260578""","=""12.6953327""","=""3d6.(5D).4p""","=""z 4D*""","=""5/2""","=""3d6.(5D).6s""","=""4D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1737.21485""","=""5.e+06""","=""3.0e-03""",E,"=""6.21873433""","=""13.3556868""","=""3d6.(3F1).4s""","=""c 4F""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4G*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""1738.10652""","=""2.3e+07""","=""5.e-03""",D,"=""2.64185518""","=""9.7751463""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D2).4p""","=""w 2P*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c140""",
"=""1739.54436""","=""6.e+06""","=""3.4e-03""",E,"=""6.22249688""","=""13.3498919""","=""3d6.(3F1).4s""","=""c 4F""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""1742.55378""","=""6.e+06""","=""3.3e-03""",D,"=""6.2169162""","=""13.3320021""","=""3d6.(3F1).4s""","=""c 4F""","=""5/2""","=""3d6.(5D).6p""","=""6F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""1742.71084""","=""1.7e+07""","=""1.0e-02""",D+,"=""2.02954815""","=""9.1439928""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1I).4p""","=""w 2H*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c144""",
"=""1746.81699""","=""1.21e+08""","=""5.5e-02""",C+,"=""1.96448604""","=""9.0622072""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""1746.94789""","=""2.0e+07""","=""1.8e-02""",D+,"=""2.34166141""","=""9.4388507""","=""3d7""","=""a 2P""","=""1/2""","=""3d6.(1S2).4p""","=""x 2P*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c140""",
"=""1748.88939""","=""2.2e+07""","=""1.0e-02""",D+,"=""2.64185518""","=""9.7311656""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D2).4p""","=""w 2D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c140""",
"=""1749.3570""","=""3.4e+08""","=""2.10e-01""",C+,"=""6.4843500""","=""13.5717654""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""","=""3d5.4s.(7S).4d""","=""8D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""1749.6031""","=""8.1e+08""","=""3.70e-01""",B+,"=""6.4843500""","=""13.5707684""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""","=""3d5.4s.(7S).4d""","=""8D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""1749.7787""","=""1.28e+09""","=""3.91e-01""",B+,"=""6.4843500""","=""13.5700574""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""","=""3d5.4s.(7S).4d""","=""8D""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""1755.85035""","=""2.2e+06""","=""8.e-04""",D,"=""3.26732671""","=""10.3285320""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(1F).4p""","=""v 2G*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1756.17261""","=""2.2e+06""","=""1.5e-03""",D,"=""6.2086229""","=""13.2685325""","=""3d6.(3F1).4s""","=""c 4F""","=""3/2""","=""3d5.(2D3).4s.4p.(3P*)""","=""4D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c143""",
"=""1757.7408""","=""7.9e+08""","=""4.6e-01""",B+,"=""6.5194425""","=""13.5730536""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""","=""3d5.4s.(7S).4d""","=""8D""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""1758.0619""","=""7.7e+08""","=""3.55e-01""",B+,"=""6.5194425""","=""13.5717654""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""","=""3d5.4s.(7S).4d""","=""8D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""1761.37162""","=""1.42e+08""","=""6.6e-02""",C+,"=""2.02954815""","=""9.0686191""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""1762.97754""","=""1.7e+06""","=""1.0e-03""",D,"=""2.02954815""","=""9.0622072""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1764.11947""","=""1.6e+07""","=""5.5e-03""",D+,"=""2.02954815""","=""9.0576548""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c144""",
"=""1765.32559""","=""3.2e+06""","=""1.5e-03""",D,"=""2.02954815""","=""9.0528530""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1769.27338""","=""1.26e+09""","=""7.1e-01""",B+,"=""6.5669685""","=""13.5746023""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""9/2""","=""3d5.4s.(7S).4d""","=""8D""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""1769.6645""","=""4.5e+08""","=""2.09e-01""",B+,"=""6.5669685""","=""13.5730536""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""9/2""","=""3d5.4s.(7S).4d""","=""8D""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""1769.9899""","=""1.1e+08""","=""4.1e-02""",D+,"=""6.5669685""","=""13.5717654""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""9/2""","=""3d5.4s.(7S).4d""","=""8D""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""1771.89581""","=""1.1e+07""","=""5.e-03""",E,"=""6.72393597""","=""13.7211983""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3H).5p""","=""2H*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c143""",
"=""1771.95829""","=""7.e+06""","=""5.e-03""",D,"=""2.64185518""","=""9.6388708""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D2).4p""","=""v 2F*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""1772.51244""","=""6.5e+07""","=""3.7e-02""",D+,"=""1.96448604""","=""8.9593142""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""1773.19829""","=""1.6e+07""","=""9.e-03""",E,"=""6.72907574""","=""13.7211983""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""2H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c143""",
"=""1773.45735""","=""2.8e+07""","=""1.3e-02""",E,"=""6.72907574""","=""13.7201769""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""2G*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c143""",
"=""1773.98835""","=""3.3e+07""","=""1.0e-02""",E,"=""6.72932284""","=""13.7183314""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d6.(3F2).5p""","=""4D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c143""",
"=""1776.42268""","=""4.2e+07""","=""2.0e-02""",E,"=""6.72932284""","=""13.7087540""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d6.(3F2).5p""","=""4F*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c143""",
"=""1776.64936""","=""6.5e+06""","=""3.1e-03""",D+,"=""1.96448604""","=""8.9430267""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c144""",
"=""1776.66213""","=""3.1e+07""","=""1.1e-02""",E,"=""6.73026350""","=""13.7087540""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3F2).5p""","=""4F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""1777.89712""","=""9.e+06""","=""6.6e-03""",D+,"=""2.27642922""","=""9.2500722""","=""3d7""","=""a 2P""","=""3/2""","=""3d6.(3D).4p""","=""x 2D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c144""",
"=""1779.50366""","=""7.e+07""","=""2.6e-02""",E,"=""6.72907574""","=""13.6964229""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3F2).5p""","=""4D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""1779.80707""","=""4.1e+07""","=""2.0e-02""",E,"=""6.73026350""","=""13.6964229""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3F2).5p""","=""4D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c143""",
"=""1781.25434""","=""1.5e+08""","=""6.e-02""",E,"=""6.72907574""","=""13.6895752""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""2G*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""1781.34195""","=""2.0e+07""","=""1.0e-02""",D+,"=""2.27642922""","=""9.2365863""","=""3d7""","=""a 2P""","=""3/2""","=""3d6.(3D).4p""","=""x 2D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c144""",
"=""1781.53944""","=""3.6e+08""","=""1.2e-01""",E,"=""6.72932284""","=""13.6887084""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d6.(3F2).5p""","=""4F*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""1782.01660""","=""2.0e+08""","=""1.1e-01""",D,"=""6.72393597""","=""13.6814580""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d5.(2G2).4s.4p.(3P*)""","=""4H*""","=""13/2""",12,14,,"=""T6892c83""","=""L18349c139""",
"=""1785.23323""","=""2.8e+07""","=""1.3e-02""",E,"=""6.72932284""","=""13.6743089""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d6.(3F1).5p""","=""4D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""1785.27670""","=""1.09e+09""","=""7.0e-01""",B+,"=""2.89101830""","=""9.8358352""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c145""",
"=""1785.47506""","=""2.7e+08""","=""1.0e-01""",E,"=""6.73026350""","=""13.6743089""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3F1).5p""","=""4D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""1785.92208""","=""3.5e+05""","=""2.1e-04""",E,"=""0.98633380""","=""7.9286411""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""1786.56450""","=""1.3e+07""","=""7.e-03""",E,"=""6.72907574""","=""13.6688867""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""2I*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""1786.75814""","=""1.10e+09""","=""5.3e-01""",B+,"=""2.89101830""","=""9.8300771""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""1787.81072""","=""3.2e+08""","=""1.3e-01""",E,"=""6.72393597""","=""13.6589094""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3F2).5p""","=""4F*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
"=""1788.00386""","=""6.6e+08""","=""2.1e-01""",C+,"=""2.89101830""","=""9.8252426""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""3/2""",6,4,,"=""T6370,T6892c83""","=""L18349c139""",
"=""1788.08264""","=""4.4e+08""","=""1.41e-01""",C+,"=""2.89101830""","=""9.8249371""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d6.(1D2).4p""","=""w 2P*""","=""3/2""",6,4,,"=""T6370,T6892c83""","=""L18349c139""",
"=""1789.13671""","=""3.0e+07""","=""1.4e-02""",E,"=""6.72907574""","=""13.6589094""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3F2).5p""","=""4F*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c143""",
"=""1789.83138""","=""9.e+07""","=""3.6e-02""",E,"=""6.72907574""","=""13.6562198""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3F2).5p""","=""4F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""1789.89523""","=""3.1e+06""","=""2.0e-03""",D,"=""6.72932284""","=""13.6562198""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d6.(3F2).5p""","=""4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""1790.13832""","=""1.9e+07""","=""9.e-03""",E,"=""6.73026350""","=""13.6562198""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3F2).5p""","=""4F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c143""",
"=""1790.99523""","=""3.0e+06""","=""1.4e-03""",D,"=""5.82322475""","=""12.7458673""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(5D).6s""","=""4D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c143""",
"=""1793.36924""","=""5.7e+07""","=""3.4e-02""",D+,"=""2.02954815""","=""8.9430267""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""1793.77236""","=""6.e+06""","=""2.7e-03""",E,"=""6.72393597""","=""13.6358609""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d5.(2H).4s.4p.(3P*)""","=""4H*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
"=""1794.41038""","=""6.e+06""","=""3.1e-03""",D,"=""5.87558748""","=""12.7850548""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""","=""3d6.(5D).6s""","=""4D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c143""",
"=""1795.10722""","=""7.e+07""","=""4.2e-02""",E,"=""6.72907574""","=""13.6358609""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d5.(2H).4s.4p.(3P*)""","=""4H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""1795.57381""","=""7.e+06""","=""3.3e-03""",E,"=""6.73026350""","=""13.6352538""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3H).5p""","=""4G*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""1795.60841""","=""1.4e+06""","=""8.e-04""",D,"=""6.72393597""","=""13.6287933""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3H).5p""","=""2I*""","=""13/2""",12,14,,"=""T6892c83""","=""L18349c139""",
"=""1795.97743""","=""5.e+06""","=""2.0e-03""",E,"=""6.72393597""","=""13.6273745""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3H).5p""","=""4I*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c143""",
"=""1796.97956""","=""3.e+05""","=""1.9e-04""",E,"=""1.04046986""","=""7.9400585""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""",6,8,,"=""T6892c83""","=""""",
"=""1797.28017""","=""9.e+06""","=""4.5e-03""",D,"=""5.90488507""","=""12.8033198""","=""3d6.(5D).4p""","=""z 4P*""","=""1/2""","=""3d6.(5D).6s""","=""4D""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c143""",
"=""1797.31557""","=""1.7e+06""","=""8.e-04""",D,"=""6.72907574""","=""13.6273745""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""4I*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""1797.62509""","=""8.e+06""","=""5.e-03""",E,"=""6.73026350""","=""13.6273745""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3H).5p""","=""4I*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c143""",
"=""1798.15651""","=""1.0e+08""","=""3.3e-02""",D+,"=""2.54377802""","=""9.4388507""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1S2).4p""","=""x 2P*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""1798.19504""","=""1.5e+07""","=""1.4e-02""",D+,"=""2.34166141""","=""9.2365863""","=""3d7""","=""a 2P""","=""1/2""","=""3d6.(3D).4p""","=""x 2D*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c143""",
"=""1799.63734""","=""8.e+06""","=""5.e-03""",E,"=""6.73026350""","=""13.6196626""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d5.(2H).4s.4p.(3P*)""","=""4G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""1799.78458""","=""3.0e+07""","=""1.4e-02""",E,"=""6.72393597""","=""13.6127714""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d5.(2G2).4s.4p.(3P*)""","=""4H*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
"=""1800.82715""","=""1.3e+06""","=""6.e-04""",D,"=""6.72393597""","=""13.6087832""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3H).5p""","=""4I*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
"=""1801.12841""","=""8.e+06""","=""4.5e-03""",E,"=""6.72907574""","=""13.6127714""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d5.(2G2).4s.4p.(3P*)""","=""4H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""1802.05146""","=""3.9e+06""","=""3.8e-03""",D,"=""5.90488507""","=""12.7850548""","=""3d6.(5D).4p""","=""z 4P*""","=""1/2""","=""3d6.(5D).6s""","=""4D""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c143""",
"=""1802.17253""","=""2.9e+07""","=""1.7e-02""",E,"=""6.72907574""","=""13.6087832""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""4I*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c143""",
"=""1803.54145""","=""6.8e+06""","=""3.3e-03""",D+,"=""3.90341906""","=""10.7779047""","=""3d6.(3D).4s""","=""b 4D""","=""7/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""1804.16546""","=""8.e+06""","=""5.3e-03""",D+,"=""5.82322475""","=""12.6953327""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(5D).6s""","=""4D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
