---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |           Configurations            |     Terms    |         Observed   |           |           Ritz     |           |          |        Ei           Ek        |  gi   gk  |    Aki     |    fik    | Acc. |Type|        TP  |    Line  |
  No.  |                                     |              |        Wavelength/ |   Uncert. |        Wavelength/ |   Uncert. |   Unit   |       (eV)         (eV)       |           |   (s^-1)   |           |      |    |       Ref. |    Ref.  |
       |                                     |              |        Wavenumber  |           |        Wavenumber  |           |          |                               |           |            |           |      |    |            |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       |                                     |              |         250.3016   |  0.0020   |         250.29687  |  0.00003  | nm (air) |  24.8362584   -   29.7882517  |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    70 |                                     |   1F* - 1D   |         226.99537  |  0.00001  |         226.995364 |  0.000019 | nm (air) |  24.8362584   -   30.29654080 |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    71 | 3s2.3p3.(4S*).4p - 3s2.3p3.(4S*).4d |   5P  - 5D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         241.08623  |  0.00007  |         241.08624  |  0.00004  | nm (air) |  25.3634416   -   30.5046106  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.10016  |  0.00003  |         241.10015  |  0.00004  | nm (air) |  25.3634416   -   30.5043139  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.56513  |  0.00003  |         241.56514  |  0.00003  | nm (air) |  25.37408393  -   30.5050614  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.58637  |  0.00005  |         241.58636  |  0.00004  | nm (air) |  25.37408393  -   30.5046106  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.60030  |  0.00009  |         241.60034  |  0.00004  | nm (air) |  25.37408393  -   30.5043139  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.39601  |  0.00002  |         242.39601  |  0.00003  | nm (air) |  25.39237770  -   30.5057687  |   7 - 9   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.42959  |  0.00007  |         242.42955  |  0.00003  | nm (air) |  25.39237770  -   30.5050614  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.449    |  0.005    |         242.45093  |  0.00004  | nm (air) |  25.39237770  -   30.5046106  |   7 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    72 | 3s2.3p3.(4S*).4p - 3s2.3p3.(4S*).5s |   5P  - 5S*  |                    |           |         217.26603  |           | nm (air) |  25.3804926   -   31.0852655  |  15 - 5   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         216.619    |  0.005    |         216.61851  |  0.00006  | nm (air) |  25.3634416   -   31.0852655  |   3 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         217.02217  |  0.00007  |         217.02221  |  0.00006  | nm (air) |  25.37408393  -   31.0852655  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         217.71971  |  0.00007  |         217.71967  |  0.00006  | nm (air) |  25.39237770  -   31.0852655  |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    73 | 3s2.3p3.(2D*).3d - 3s2.3p3.(2D*).4p |   3S* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         371.6553   |  0.0020   |         371.6557   |  0.0014   | nm (air) |  25.383085    -   28.71813306 |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         375.6382   |  0.0020   |         375.6385   |  0.0014   | nm (air) |  25.383085    -   28.68277299 |   3 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    74 | 3s2.3p3.(2D*).3d - 3s2.3p3.(2P*).4p |   3S* - 3P   |                    |           |         259.3339   |           | nm (air) |  25.383085    -   30.1625280  |   3 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         258.339    |  0.003    |         258.3379   |  0.0007   | nm (air) |  25.383085    -   30.18095237 |   3 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         260.212    |  0.003    |         260.2123   |  0.0007   | nm (air) |  25.383085    -   30.1463937  |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         261.726    |  0.003    |         261.7281   |  0.0007   | nm (air) |  25.383085    -   30.118809   |   3 - 1   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    75 | 3s2.3p3.(2P*).4s - 3s2.3p3.(2D*).4p |   3P* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         550.22     |  0.05     |         550.17130  |  0.00013  | nm (air) |  25.6936178   -   27.94654815 |   5 - 7   |            |           |      |    |            |  L16082  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    76 |                                     |   3P* - 3P   |                    |           |         414.7987   |           | nm (air) |  25.7120664   -   28.70024463 |   9 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         409.819    |  0.003    |         409.81514  |  0.00008  | nm (air) |  25.6936178   -   28.71813306 |   5 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         412.719    |  0.003    |         412.7228   |  0.0007   | nm (air) |  25.730730    -   28.7339376  |   3 - 1   |            |           |      |    |            |   L7493  |
       |                                     |              |         414.660    |  0.004    |         414.66313  |  0.00007  | nm (air) |  25.6936178   -   28.68277299 |   5 - 5   |            |           |      |    |            |  L16082  |
       |                                     |              |         414.903    |  0.003    |         414.9063   |  0.0007   | nm (air) |  25.730730    -   28.71813306 |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         417.369    |  0.003    |         417.3636   |  0.0003   | nm (air) |  25.7483182   -   28.71813306 |   1 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         419.883    |  0.003    |         419.8762   |  0.0007   | nm (air) |  25.730730    -   28.68277299 |   3 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    77 | 3s2.3p3.(2P*).4s - 3s2.3p3.(2P*).4p |   3P* - 3S   |                    |           |         314.25346  |           | nm (air) |  25.7120664   -   29.6562805  |   9 - 3   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         312.790    |  0.003    |         312.79036  |  0.00007  | nm (air) |  25.6936178   -   29.6562805  |   5 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         315.742    |  0.003    |         315.7476   |  0.0004   | nm (air) |  25.730730    -   29.6562805  |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         317.164    |  0.003    |         317.16871  |  0.00016  | nm (air) |  25.7483182   -   29.6562805  |   1 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    78 |                                     |   3P* - 3D   |                    |           |         304.12929  |           | nm (air) |  25.7120664   -   29.7875743  |   9 - 15  | 2.6e+08    | 6.0e-01   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         302.39801  |  0.00017  |         302.39806  |  0.00004  | nm (air) |  25.6936178   -   29.79245706 |   5 - 7   | 2.6e+08    | 5.0e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         302.716    |  0.003    |         302.70864  |  0.00005  | nm (air) |  25.6936178   -   29.7882517  |   5 - 5   | 6.4e+07    | 8.8e-02   | D    |    | T1619CA,LS |   L7493  |
       |                                     |              |         303.696    |  0.003    |         303.68767  |  0.00012  | nm (air) |  25.6936178   -   29.7750520  |   5 - 3   | 7.0e+06    | 5.8e-03   | E    |    | T1619CA,LS |   L7493  |
       |                                     |              |         305.47736  |  0.00045  |         305.4775   |  0.0004   | nm (air) |  25.730730    -   29.7882517  |   3 - 5   | 1.9e+08    | 4.4e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         306.477    |  0.003    |         306.4745   |  0.0004   | nm (air) |  25.730730    -   29.7750520  |   3 - 3   | 1.0e+08    | 1.4e-01   | D    |    | T1619CA,LS |   L7493  |
       |                                     |              |         307.815    |  0.003    |         307.81323  |  0.00018  | nm (air) |  25.7483182   -   29.7750520  |   1 - 3   | 1.4e+08    | 6.0e-01   | D    |    | T1619CA,LS |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    79 |                                     |   3P* - 1P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         292.8823   |  0.0020   |         292.88623  |  0.00021  | nm (air) |  25.7483182   -   29.9802663  |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    80 |                                     |   3P* - 3P   |                    |           |         278.50511  |           | nm (air) |  25.7120664   -   30.1625280  |   9 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         276.21649  |  0.00003  |         276.21649  |  0.00003  | nm (air) |  25.6936178   -   30.18095237 |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         278.36033  |  0.00009  |         278.36035  |  0.00006  | nm (air) |  25.6936178   -   30.1463937  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         278.523    |  0.003    |         278.5201   |  0.0003   | nm (air) |  25.730730    -   30.18095237 |   3 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         280.702    |  0.003    |         280.7000   |  0.0003   | nm (air) |  25.730730    -   30.1463937  |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         281.82260  |  0.00011  |         281.82260  |  0.00013  | nm (air) |  25.7483182   -   30.1463937  |   1 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         282.46461  |  0.00008  |         282.4646   |  0.0005   | nm (air) |  25.730730    -   30.118809   |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    81 |                                     |   3P* - 1D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         269.2751   |  0.0020   |         269.27978  |  0.00003  | nm (air) |  25.6936178   -   30.29654080 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    82 | 3s2.3p3.(4S*).4p - 3s2.3p3.(4S*).4d |   3P  - 3D*  |                    |           |         231.78181  |           | nm (air) |  25.93058528  -   31.2781194  |   9 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         231.68911  |  0.00005  |         231.68915  |  0.00004  | nm (air) |  25.92833862  -   31.2780110  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         231.73757  |  0.00006  |         231.73756  |  0.00006  | nm (air) |  25.93140430  -   31.2799593  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         231.79325  |  0.00002  |         231.79326  |  0.00003  | nm (air) |  25.92833862  -   31.2756084  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         231.835    |  0.005    |         231.82201  |  0.00004  | nm (air) |  25.93140430  -   31.2780110  |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         231.90123  |  0.00004  |         231.90122  |  0.00004  | nm (air) |  25.93323021  -   31.2780110  |   1 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         231.92632  |  0.00005  |         231.92624  |  0.00003  | nm (air) |  25.93140430  -   31.2756084  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    83 | 3s2.3p3.(4S*).4p - 3s2.3p3.(4S*).5s |   3P  - 3S*  |                    |           |         230.17423  |           | nm (air) |  25.93058528  -   31.3154643  |   9 - 3   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         230.07825  |  0.00006  |         230.07823  |  0.00006  | nm (air) |  25.92833862  -   31.3154643  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         230.217    |  0.005    |         230.20924  |  0.00006  | nm (air) |  25.93140430  -   31.3154643  |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         230.292    |  0.005    |         230.28735  |  0.00006  | nm (air) |  25.93323021  -   31.3154643  |   1 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    84 | 3s2.3p3.(4S*).4p - 3s2.3p3.(2D*).4d |   3P  - 3S*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         158.8740   |  0.0020   |         158.8738   |  0.0010   | nm (vac) |  25.92833862  -   33.73228    |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    85 | 3s2.3p3.(4S*).4p - 3s2.3p3.(2D*).5s |   3P  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         158.6330   |  0.0020   |         158.631341 |  0.000018 | nm (vac) |  25.93140430  -   33.7472746  |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    86 | 3s2.3p3.(4S*).4p - 3s2.3p3.(2P*).4d |   3P  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         133.3860   |  0.0020   |         133.384125 |  0.000014 | nm (vac) |  25.92833862  -   35.2236126  |   3 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         133.7420   |  0.0020   |         133.743011 |  0.000011 | nm (vac) |  25.93140430  -   35.2017353  |   5 - 7   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    87 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2D*).4p |   3D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         473.1386   |  0.0020   |         473.141    |  0.003    | nm (air) |  26.063056    -   28.68277299 |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         484.7846   |  0.0020   |         484.788    |  0.003    | nm (air) |  26.161355    -   28.71813306 |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    88 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2P*).4p |   3D* - 3D   |                    |           |         338.8223   |           | nm (air) |  26.129355    -   29.7875743  |  15 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         332.359    |  0.003    |         332.3550   |  0.0013   | nm (air) |  26.063056    -   29.79245706 |   7 - 7   |            |           |      |    |            |   L7493  |
       |                                     |              |         332.734    |  0.003    |         332.7302   |  0.0013   | nm (air) |  26.063056    -   29.7882517  |   7 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         341.353    |  0.003    |         341.3527   |  0.0015   | nm (air) |  26.161355    -   29.79245706 |   5 - 7   |            |           |      |    |            |   L7493  |
       |                                     |              |         341.749    |  0.003    |         341.7485   |  0.0015   | nm (air) |  26.161355    -   29.7882517  |   5 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         343.003    |  0.003    |         342.9969   |  0.0015   | nm (air) |  26.161355    -   29.7750520  |   5 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         348.412    |  0.003    |         348.4122   |  0.0018   | nm (air) |  26.230721    -   29.7882517  |   3 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         349.710    |  0.003    |         349.7098   |  0.0018   | nm (air) |  26.230721    -   29.7750520  |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    89 |                                     |   3D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         301.002    |  0.003    |         300.9985   |  0.0011   | nm (air) |  26.063056    -   30.18095237 |   7 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         308.364    |  0.003    |         308.3598   |  0.0012   | nm (air) |  26.161355    -   30.18095237 |   5 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         311.041    |  0.003    |         311.0340   |  0.0013   | nm (air) |  26.161355    -   30.1463937  |   5 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         318.790    |  0.003    |         318.7899   |  0.0016   | nm (air) |  26.230721    -   30.118809   |   3 - 1   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    90 | 3s2.3p3.(2P*).4s - 3s2.3p3.(2P*).4p |   1P* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         343.6925   |  0.0020   |         343.68315  |  0.00015  | nm (air) |  26.1685711   -   29.7750520  |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    91 |                                     |   1P* - 1P   |         325.17907  |  0.00012  |         325.17932  |  0.00021  | nm (air) |  26.1685711   -   29.9802663  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    92 |                                     |   1P* - 1D   |         300.26407  |  0.00006  |         300.26399  |  0.00004  | nm (air) |  26.1685711   -   30.29654080 |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    93 | 3s2.3p3.(2P*).4s - 3p6              |   1P* - 1S   |         257.96398  |  0.00001  |         257.96398  |  0.00004  | nm (air) |  26.1685711   -   30.9733929  |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    94 | 3s2.3p3.(2P*).4s - 3s2.3p3.(2P*).4p |   1P* - 1S   |         226.97517  |  0.00002  |         226.97517  |  0.00003  | nm (air) |  26.1685711   -   31.6293393  |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    95 | 3s2.3p3.(2D*).3d - 3s2.3p3.(2D*).4p |   3P* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         574.3147   |  0.0020   |         574.31441  |  0.00019  | nm (air) |  26.5757152   -   28.7339376  |   3 - 1   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    96 | 3s2.3p3.(2D*).3d - 3s2.3p3.(2P*).4p |   3P* - 3S   |                    |           |         399.2213   |           | nm (air) |  26.551507    -   29.6562805  |   9 - 3   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         396.04872  |  0.00019  |         396.04900  |  0.00010  | nm (air) |  26.52663924  -   29.6562805  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         402.35864  |  0.00015  |         402.35853  |  0.00013  | nm (air) |  26.5757152   -   29.6562805  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         405.989    |  0.003    |         405.984    |  0.003    | nm (air) |  26.603227    -   29.6562805  |   1 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    97 |                                     |   3P* - 3D   |                    |           |         383.0237   |           | nm (air) |  26.551507    -   29.7875743  |   9 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         379.53435  |  0.00001  |         379.534350 |  0.000023 | nm (air) |  26.52663924  -   29.79245706 |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         380.025    |  0.003    |         380.02371  |  0.00006  | nm (air) |  26.52663924  -   29.7882517  |   5 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         381.570    |  0.003    |         381.56795  |  0.00018  | nm (air) |  26.52663924  -   29.7750520  |   5 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         385.82923  |  0.00005  |         385.82925  |  0.00010  | nm (air) |  26.5757152   -   29.7882517  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         387.422    |  0.003    |         387.42113  |  0.00020  | nm (air) |  26.5757152   -   29.7750520  |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         390.784    |  0.003    |         390.782    |  0.003    | nm (air) |  26.603227    -   29.7750520  |   1 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    98 |                                     |   3P* - 1P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         367.0275   |  0.0020   |         367.034    |  0.003    | nm (air) |  26.603227    -   29.9802663  |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    99 |                                     |   3P* - 3P   |                    |           |         343.2511   |           | nm (air) |  26.551507    -   30.1625280  |   9 - 9   | 2.5e+07    | 4.4e-02   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         339.18445  |  0.00001  |         339.184450 |  0.000020 | nm (air) |  26.52663924  -   30.18095237 |   5 - 5   | 1.9e+07    | 3.3e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         342.425    |  0.003    |         342.42283  |  0.00007  | nm (air) |  26.52663924  -   30.1463937  |   5 - 3   | 1.0e+07    | 1.1e-02   | E    |    | T1619CA,LS |   L7493  |
       |                                     |              |         343.804    |  0.003    |         343.80172  |  0.00006  | nm (air) |  26.5757152   -   30.18095237 |   3 - 5   | 6.2e+06    | 1.8e-02   | E    |    | T1619CA,LS |   L7493  |
       |                                     |              |         347.132    |  0.003    |         347.12929  |  0.00009  | nm (air) |  26.5757152   -   30.1463937  |   3 - 3   | 6.0e+06    | 1.1e-02   | E    |    | T1619CA,LS |   L7493  |
       |                                     |              |         349.831    |  0.003    |         349.8248   |  0.0025   | nm (air) |  26.603227    -   30.1463937  |   1 - 3   | 7.9e+06    | 4.4e-02   | E    |    | T1619CA,LS |   L7493  |
       |                                     |              |         349.831    |  0.003    |         349.8319   |  0.0005   | nm (air) |  26.5757152   -   30.118809   |   3 - 1   | 2.4e+07    | 1.5e-02   | E    |    | T1619CA,LS |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   100 |                                     |   3P* - 1D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         333.1142   |  0.0020   |         333.12109  |  0.00006  | nm (air) |  26.5757152   -   30.29654080 |   3 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   101 |                                     |   1D* - 1P   |         444.9201   |  0.0020   |         444.9206   |  0.0014   | nm (air) |  27.194389    -   29.9802663  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   102 |                                     |   1D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
